,Tipo Conexión,Tipo Carga,Tipo Corriente,Provincia
2109,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
2110,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2111,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
2112,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2113,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2114,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2115,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2116,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2117,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2118,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2119,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2120,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Tarragona
2121,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2122,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2123,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2124,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2125,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
2126,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
2127,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2128,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2129,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2130,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2131,CCS Combo2+MENNEKES.M,Carga Ultrarrápida (DC),AC/DC,Gerona
2132,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2133,MENNEKES.M,Carga Lenta (AC),AC,Barcelona
2134,CCS Combo2,Carga Rápida (DC),DC,Tarragona
2135,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2136,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2137,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2138,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2139,Schuko,ND 0kW,AC,Barcelona
2140,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2141,CCS Combo2,Carga Rápida (DC),DC,Gerona
2142,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2143,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2144,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2145,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
2146,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2147,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2148,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2149,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2150,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2151,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2152,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2153,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2154,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2155,CCS Combo2,Carga Rápida (DC),DC,Barcelona
2156,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
2157,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2158,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2159,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
2160,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
2161,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
2162,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2163,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2164,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2165,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2166,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2167,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
2168,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2169,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2170,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2171,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2172,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2173,CCS Combo2,Carga Rápida (DC),DC,Lérida
2174,CCS Combo2,Carga Rápida (DC),DC,Tarragona
2175,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2176,TESLA,ND 0kW,AC,Gerona
2177,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2178,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2179,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
2180,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2181,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2182,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2183,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2184,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2185,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2186,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
2187,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2188,TESLA,ND 0kW,AC,Barcelona
2189,TESLA,ND 0kW,AC,Barcelona
2190,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2191,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
2192,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2193,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
2194,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2195,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2196,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2197,CCS Combo2,Carga Rápida (DC),DC,Tarragona
2198,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2199,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
2200,,ND 0kW,AC,Gerona
2201,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2202,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2203,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2204,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2205,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2206,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2207,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2208,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2209,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2210,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2211,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2212,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2213,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2214,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2215,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2216,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2217,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2218,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
2219,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
2220,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2221,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2222,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2223,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2224,,ND 0kW,AC,Barcelona
2225,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2226,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2227,Schuko,ND 0kW,AC,Barcelona
2228,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2229,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2230,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2231,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2232,MENNEKES.TESLA,ND 0kW,AC/DC,Gerona
2233,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2234,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2235,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2236,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2237,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2238,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2239,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
2240,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2241,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2242,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2243,CCS Combo2+ChadeMO+MENNEKES.M+Schuko,Carga Rápida (DC),AC/DC,Barcelona
2244,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2245,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2246,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2247,Schuko,ND 0kW,AC,Barcelona
2248,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2249,CCS Combo2+ChadeMO+MENNEKES.M,Carga Ultrarrápida (DC),AC/DC,Tarragona
2250,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2251,Schuko,ND 0kW,AC,Barcelona
2252,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2253,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2254,TESLA+MENNEKES.M,ND 0kW,AC/DC,Barcelona
2255,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2256,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2257,MENNEKES.M,Carga Ultrarrápida (DC),AC,Barcelona
2258,CCS Combo2,Carga Rápida (DC),DC,Gerona
2259,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2260,TESLA,ND 0kW,AC,Gerona
2261,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
2262,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2263,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2264,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
2265,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2266,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2267,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2268,Schuko,ND 0kW,AC,Barcelona
2269,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
2270,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2271,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
2272,CCS Combo2,Carga Rápida (DC),DC,Gerona
2273,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
2274,,ND 0kW,AC,Tarragona
2275,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2276,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
2277,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2278,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
2279,MENNEKES.M,Carga Rápida (DC),AC,Gerona
2280,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
2281,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
